account_id,customer_id,credit_limit_usd,fico_score,apr_percent,risk_band
51607,51607,13421,667,20.2,High
51608,51608,16792,630,20.15,High
51609,51609,2775,544,19.74,VeryHigh
51610,51610,5241,536,23.02,VeryHigh
51611,51611,2404,600,17.88,High
51612,51612,44349,655,19.34,High
51613,51613,13904,667,17.8,High
51614,51614,4749,603,20.36,High
51615,51615,24448,781,14.22,Low
51616,51616,73534,769,12.43,Low
51617,51617,5175,516,23.71,VeryHigh
51618,51618,30456,708,17.83,Medium
51619,51619,8764,589,22.05,High
51620,51620,13128,767,11.81,Low
51621,51621,8852,599,21.72,High
51622,51622,6506,664,17.83,High
51623,51623,3779,532,24.65,VeryHigh
51624,51624,169919,656,20.38,High
51625,51625,7055,719,15.51,Medium
51626,51626,14915,667,17.29,High
51627,51627,42149,658,18.51,High
51628,51628,5756,756,18.19,Low
51629,51629,8789,673,20.34,Medium
51630,51630,8722,626,20.9,High
51631,51631,4549,595,22.56,High
51632,51632,16553,618,20.42,High
51633,51633,8249,727,14.53,Medium
51634,51634,92862,845,12.72,VeryLow
51635,51635,21822,680,19.8,Medium
51636,51636,13919,549,23.23,VeryHigh
51637,51637,10725,678,17.53,Medium
51638,51638,15256,661,21.33,High
51639,51639,10723,673,18.68,Medium
51640,51640,23351,694,16.71,Medium
51641,51641,14208,670,16.03,Medium
51642,51642,16071,537,26.35,VeryHigh
51643,51643,14567,614,20.16,High
51644,51644,20000,620,19.8,High
51645,51645,30321,587,23.26,High
51646,51646,51308,740,17.87,Low
51647,51647,2586,625,19.03,High
51648,51648,49890,639,20.97,High
51649,51649,3572,575,22.35,VeryHigh
51650,51650,2829,641,16.7,High
51651,51651,9514,589,21.38,High
51652,51652,10321,575,22.91,VeryHigh
51653,51653,15925,757,15.52,Low
51654,51654,29894,760,14.55,Low
51655,51655,7130,683,17.46,Medium
51656,51656,4041,589,20.77,High
51657,51657,17495,671,18.55,Medium
51658,51658,43003,585,22.41,High
51659,51659,8450,638,18.77,High
51660,51660,2791,544,24.2,VeryHigh
51661,51661,63673,734,15.54,Medium
51662,51662,54562,720,15.94,Medium
51663,51663,9618,575,22.98,VeryHigh
51664,51664,7372,678,21.82,Medium
51665,51665,7397,615,22.82,High
51666,51666,11678,725,16.14,Medium
51667,51667,34521,632,20.36,High
51668,51668,10762,623,21.01,High
51669,51669,10679,679,17.26,Medium
51670,51670,18978,736,17.44,Medium
51671,51671,39437,736,14.0,Medium
51672,51672,26573,659,18.25,High
51673,51673,8161,702,19.92,Medium
51674,51674,10335,592,21.28,High
51675,51675,26663,770,14.15,Low
51676,51676,13783,700,15.72,Medium
51677,51677,21111,681,17.83,Medium
51678,51678,18162,700,18.35,Medium
51679,51679,15956,621,19.56,High
51680,51680,25764,721,17.38,Medium
51681,51681,3923,638,21.46,High
51682,51682,12568,657,18.07,High
51683,51683,3832,560,22.91,VeryHigh
51684,51684,47341,704,16.9,Medium
51685,51685,2447,610,19.85,High
51686,51686,8653,568,20.47,VeryHigh
51687,51687,7190,685,18.18,Medium
51688,51688,3518,660,17.99,High
51689,51689,2570,567,23.51,VeryHigh
51690,51690,23196,665,18.53,High
51691,51691,32841,711,16.9,Medium
51692,51692,6467,616,20.98,High
51693,51693,22571,710,17.76,Medium
51694,51694,17705,656,19.43,High
51695,51695,3893,609,23.11,High
51696,51696,11108,579,21.64,VeryHigh
51697,51697,12474,736,15.4,Medium
51698,51698,11783,617,21.55,High
51699,51699,7991,681,19.75,Medium
51700,51700,53513,671,19.95,Medium
51701,51701,72799,782,15.64,Low
51702,51702,8635,714,17.51,Medium
51703,51703,175001,698,20.92,Medium
51704,51704,4038,715,18.27,Medium
51705,51705,17804,794,15.78,Low
51706,51706,16861,682,19.37,Medium
51707,51707,15571,669,20.32,High
51708,51708,57886,718,14.69,Medium
51709,51709,31470,599,23.53,High
51710,51710,134166,722,17.29,Medium
51711,51711,8104,606,21.04,High
51712,51712,8165,650,21.23,High
51713,51713,40005,617,20.55,High
51714,51714,5428,559,23.25,VeryHigh
51715,51715,14614,640,18.88,High
51716,51716,5277,589,20.52,High
51717,51717,22043,661,17.81,High
51718,51718,9436,761,17.96,Low
51719,51719,1585,491,23.98,VeryHigh
51720,51720,3405,670,15.45,Medium
51721,51721,6782,623,20.54,High
51722,51722,8436,727,15.76,Medium
51723,51723,19064,782,14.47,Low
51724,51724,13910,680,17.12,Medium
51725,51725,3548,659,19.58,High
51726,51726,24383,685,17.95,Medium
51727,51727,32041,721,16.43,Medium
51728,51728,53394,747,17.48,Low
51729,51729,4151,653,18.43,High
51730,51730,11710,700,19.16,Medium
51731,51731,4526,606,20.41,High
51732,51732,19377,699,16.23,Medium
51733,51733,28693,663,21.18,High
51734,51734,28620,654,21.01,High
51735,51735,7624,625,18.69,High
51736,51736,13138,600,21.08,High
51737,51737,58340,725,17.06,Medium
51738,51738,5621,584,22.13,High
51739,51739,11848,531,25.14,VeryHigh
51740,51740,8321,682,17.88,Medium
51741,51741,33294,671,21.11,Medium
51742,51742,27569,675,17.77,Medium
51743,51743,6376,598,20.83,High
51744,51744,6350,646,20.58,High
51745,51745,7111,630,18.78,High
51746,51746,4496,582,20.67,High
51747,51747,3662,687,16.28,Medium
51748,51748,2305,587,21.04,High
51749,51749,83612,726,18.11,Medium
51750,51750,6803,627,20.15,High
51751,51751,18489,802,13.78,VeryLow
51752,51752,5196,620,24.28,High
51753,51753,6850,583,23.56,High
51754,51754,36651,723,16.94,Medium
51755,51755,5409,540,23.04,VeryHigh
51756,51756,7073,652,21.72,High
51757,51757,15872,725,18.25,Medium
51758,51758,4560,609,20.3,High
51759,51759,64112,692,18.49,Medium
51760,51760,34015,615,22.25,High
51761,51761,3626,627,18.54,High
51762,51762,5669,631,22.7,High
51763,51763,13713,677,17.95,Medium
51764,51764,9118,657,20.22,High
51765,51765,11296,608,19.71,High
51766,51766,32308,668,16.98,High
51767,51767,12493,680,17.95,Medium
51768,51768,40307,704,15.3,Medium
51769,51769,17000,586,21.54,High
51770,51770,16417,669,16.85,High
51771,51771,10550,513,26.37,VeryHigh
51772,51772,9198,688,17.15,Medium
51773,51773,4377,567,23.56,VeryHigh
51774,51774,4869,654,17.34,High
51775,51775,96622,713,15.8,Medium
51776,51776,19177,639,20.79,High
51777,51777,77446,806,12.88,VeryLow
51778,51778,12100,715,18.06,Medium
51779,51779,8570,658,20.97,High
51780,51780,10862,598,19.71,High
51781,51781,78937,724,16.93,Medium
51782,51782,6488,697,18.61,Medium
51783,51783,17985,601,22.5,High
51784,51784,15777,681,16.76,Medium
51785,51785,4213,574,23.78,VeryHigh
51786,51786,7447,649,21.23,High
51787,51787,13385,737,14.59,Medium
51788,51788,2076,595,19.93,High
51789,51789,3978,507,23.16,VeryHigh
51790,51790,24556,674,16.74,Medium
51791,51791,40202,722,17.45,Medium
51792,51792,71766,733,15.71,Medium
51793,51793,39237,669,16.28,High
51794,51794,13915,606,17.9,High
51795,51795,4705,657,19.33,High
51796,51796,36451,534,22.41,VeryHigh
51797,51797,27730,762,14.36,Low
51798,51798,26524,678,17.28,Medium
51799,51799,46704,672,17.48,Medium
51800,51800,18132,669,21.63,High
51801,51801,2356,615,20.09,High
51802,51802,10377,674,21.68,Medium
51803,51803,16097,683,17.91,Medium
51804,51804,1428,588,20.57,High
51805,51805,22495,641,20.16,High
51806,51806,8760,730,18.94,Medium
51807,51807,10057,683,20.47,Medium
51808,51808,12116,670,18.19,Medium
51809,51809,5580,503,25.1,VeryHigh
51810,51810,23112,643,17.75,High
51811,51811,7858,608,21.7,High
51812,51812,9189,604,20.29,High
51813,51813,2558,579,20.89,VeryHigh
51814,51814,11437,609,22.18,High
51815,51815,3003,465,28.47,VeryHigh
51816,51816,4065,712,16.69,Medium
51817,51817,32795,716,14.97,Medium
51818,51818,62785,698,16.0,Medium
51819,51819,6136,659,19.31,High
51820,51820,9134,601,20.21,High
51821,51821,9824,705,19.01,Medium
51822,51822,24022,790,16.42,Low
51823,51823,6337,621,22.35,High
51824,51824,2726,541,22.61,VeryHigh
51825,51825,61290,715,17.02,Medium
51826,51826,25769,619,23.47,High
51827,51827,5520,679,18.43,Medium
51828,51828,15229,702,15.23,Medium
51829,51829,11702,658,17.15,High
51830,51830,18753,714,14.8,Medium
51831,51831,7697,694,16.59,Medium
51832,51832,7773,594,22.65,High
51833,51833,3430,594,18.95,High
51834,51834,30239,696,18.4,Medium
51835,51835,1921,598,22.26,High
51836,51836,16538,648,19.73,High
51837,51837,9006,671,19.25,Medium
51838,51838,2580,557,20.41,VeryHigh
51839,51839,4649,680,19.79,Medium
51840,51840,6544,677,19.29,Medium
51841,51841,8570,655,20.29,High
51842,51842,62745,672,14.71,Medium
51843,51843,12472,627,22.57,High
51844,51844,13693,624,19.69,High
51845,51845,11741,647,19.99,High
51846,51846,33527,658,19.71,High
51847,51847,9458,658,17.72,High
51848,51848,90772,647,22.58,High
51849,51849,67170,593,20.18,High
51850,51850,9699,654,19.86,High
51851,51851,13076,545,23.48,VeryHigh
51852,51852,3611,576,21.64,VeryHigh
51853,51853,63576,760,13.52,Low
51854,51854,4808,614,21.31,High
51855,51855,7836,650,17.78,High
51856,51856,14875,686,19.91,Medium
51857,51857,25407,652,20.0,High
51858,51858,44308,569,25.46,VeryHigh
51859,51859,52356,700,18.54,Medium
51860,51860,19354,650,20.35,High
51861,51861,11941,569,23.17,VeryHigh
51862,51862,16866,683,21.94,Medium
51863,51863,8697,644,22.63,High
51864,51864,43336,685,18.85,Medium
51865,51865,18401,528,25.89,VeryHigh
51866,51866,7384,553,24.88,VeryHigh
51867,51867,5948,648,18.21,High
51868,51868,16186,757,13.63,Low
51869,51869,100332,669,19.14,High
51870,51870,9068,578,21.05,VeryHigh
51871,51871,10679,714,16.15,Medium
51872,51872,11600,579,19.62,VeryHigh
51873,51873,72762,763,12.63,Low
51874,51874,3204,609,20.59,High
51875,51875,30468,643,20.16,High
51876,51876,26852,807,15.52,VeryLow
51877,51877,17077,661,18.54,High
51878,51878,65118,644,16.11,High
51879,51879,15469,738,16.09,Medium
51880,51880,34983,604,19.03,High
51881,51881,15934,740,17.38,Low
51882,51882,44379,754,15.63,Low
51883,51883,14037,653,20.07,High
51884,51884,5867,705,18.44,Medium
51885,51885,6654,603,21.28,High
51886,51886,41040,792,13.54,Low
51887,51887,19871,724,15.24,Medium
51888,51888,12673,645,17.51,High
51889,51889,5468,598,20.75,High
51890,51890,75802,734,15.39,Medium
51891,51891,3199,567,22.74,VeryHigh
51892,51892,44872,733,17.2,Medium
51893,51893,4498,543,22.48,VeryHigh
51894,51894,2626,625,18.05,High
51895,51895,25986,781,14.01,Low
51896,51896,2866,689,19.17,Medium
51897,51897,2440,498,26.95,VeryHigh
51898,51898,11265,629,21.57,High
51899,51899,2697,599,21.09,High
51900,51900,14843,652,16.49,High
51901,51901,2220,565,22.37,VeryHigh
51902,51902,11062,704,18.78,Medium
51903,51903,40642,668,16.99,High
51904,51904,48562,776,13.02,Low
51905,51905,5544,554,22.95,VeryHigh
51906,51906,4228,635,18.8,High
51907,51907,42517,626,23.29,High
51908,51908,14397,639,20.37,High
51909,51909,9490,625,20.51,High
51910,51910,16075,693,16.35,Medium
51911,51911,4662,589,20.85,High
51912,51912,3928,526,23.43,VeryHigh
51913,51913,5447,516,21.64,VeryHigh
51914,51914,19229,630,19.79,High
51915,51915,37428,742,16.86,Low
51916,51916,4010,596,20.41,High
51917,51917,16903,633,18.96,High
51918,51918,8038,563,23.66,VeryHigh
51919,51919,12514,740,15.14,Low
51920,51920,3080,543,23.16,VeryHigh
51921,51921,4544,547,22.79,VeryHigh
51922,51922,63279,642,19.47,High
51923,51923,16095,630,18.07,High
51924,51924,38503,686,16.38,Medium
51925,51925,26464,632,22.07,High
51926,51926,8552,612,20.4,High
51927,51927,4476,687,17.74,Medium
51928,51928,48904,720,17.71,Medium
51929,51929,12930,739,18.69,Medium
51930,51930,9611,650,17.83,High
51931,51931,5486,691,18.76,Medium
51932,51932,34414,659,17.38,High
51933,51933,8846,561,20.26,VeryHigh
51934,51934,20955,665,16.78,High
51935,51935,8147,676,19.68,Medium
51936,51936,14606,681,20.76,Medium
51937,51937,8952,505,22.7,VeryHigh
51938,51938,4124,511,25.67,VeryHigh
51939,51939,17579,652,18.5,High
51940,51940,138511,736,16.61,Medium
51941,51941,9339,701,20.37,Medium
51942,51942,39851,643,18.94,High
51943,51943,8185,639,17.33,High
51944,51944,24204,600,21.3,High
51945,51945,5654,597,19.93,High
51946,51946,4184,674,17.15,Medium
51947,51947,25639,645,20.09,High
51948,51948,19973,631,18.36,High
51949,51949,21033,651,19.37,High
51950,51950,25288,648,17.58,High
51951,51951,34342,707,16.5,Medium
51952,51952,13523,635,21.04,High
51953,51953,4233,575,23.36,VeryHigh
51954,51954,24714,627,17.27,High
51955,51955,4053,689,16.22,Medium
51956,51956,26684,746,15.69,Low
51957,51957,39072,636,18.01,High
51958,51958,27880,569,24.36,VeryHigh
51959,51959,18760,623,22.07,High
51960,51960,23884,672,19.43,Medium
51961,51961,22162,674,19.19,Medium
51962,51962,2879,473,25.67,VeryHigh
51963,51963,6038,626,19.24,High
51964,51964,28975,681,15.84,Medium
51965,51965,11425,645,21.25,High
51966,51966,20117,546,21.54,VeryHigh
51967,51967,40983,627,20.54,High
51968,51968,5339,636,20.77,High
51969,51969,12138,670,17.64,Medium
51970,51970,7331,611,19.79,High
51971,51971,14516,663,17.05,High
51972,51972,38102,711,19.17,Medium
51973,51973,47755,744,16.49,Low
51974,51974,7932,650,18.16,High
51975,51975,35993,766,16.24,Low
51976,51976,34974,689,17.96,Medium
51977,51977,11740,566,21.79,VeryHigh
51978,51978,5199,648,16.93,High
51979,51979,32879,684,18.93,Medium
51980,51980,43337,698,16.22,Medium
51981,51981,3731,580,21.92,High
51982,51982,3365,630,21.21,High
51983,51983,2973,568,21.2,VeryHigh
51984,51984,4220,628,21.31,High
51985,51985,15071,651,18.54,High
51986,51986,17892,713,15.46,Medium
51987,51987,47126,587,19.41,High
51988,51988,4487,718,17.68,Medium
51989,51989,17092,693,16.92,Medium
51990,51990,47948,772,15.85,Low
51991,51991,4115,605,23.17,High
51992,51992,9282,617,20.41,High
51993,51993,14137,579,22.64,VeryHigh
51994,51994,17750,712,15.63,Medium
51995,51995,21332,743,15.82,Low
51996,51996,5707,581,22.1,High
51997,51997,36861,631,18.9,High
51998,51998,5048,547,23.76,VeryHigh
51999,51999,17743,677,15.88,Medium
52000,52000,3321,640,20.11,High
52001,52001,13885,600,21.2,High
52002,52002,38377,783,13.87,Low
52003,52003,12954,591,19.12,High
52004,52004,3101,763,12.76,Low
52005,52005,7838,650,18.33,High
52006,52006,2784,587,22.82,High
52007,52007,8227,672,17.06,Medium
52008,52008,51058,706,17.32,Medium
52009,52009,20719,666,18.41,High
52010,52010,8920,648,18.27,High
52011,52011,48148,763,16.69,Low
52012,52012,29087,651,21.29,High
52013,52013,4199,608,22.32,High
52014,52014,9249,665,19.24,High
52015,52015,38455,682,18.57,Medium
52016,52016,65793,714,18.17,Medium
52017,52017,6750,593,21.52,High
52018,52018,11243,678,17.32,Medium
52019,52019,1297,625,19.27,High
52020,52020,13005,671,20.35,Medium
52021,52021,12966,664,15.51,High
52022,52022,5690,726,16.4,Medium
52023,52023,8638,674,17.13,Medium
52024,52024,5546,625,21.48,High
52025,52025,9220,650,19.39,High
52026,52026,11067,636,18.94,High
52027,52027,51546,740,14.88,Low
52028,52028,9406,750,13.75,Low
52029,52029,36825,691,18.63,Medium
52030,52030,4100,448,26.29,VeryHigh
52031,52031,27933,717,15.69,Medium
52032,52032,30824,625,22.5,High
52033,52033,70773,722,15.33,Medium
52034,52034,31000,677,19.47,Medium
52035,52035,35840,663,16.96,High
52036,52036,40844,676,17.86,Medium
52037,52037,20217,673,16.87,Medium
52038,52038,9900,612,22.4,High
52039,52039,9603,715,17.59,Medium
52040,52040,6769,646,20.21,High
52041,52041,8157,614,19.38,High
52042,52042,9178,630,20.21,High
52043,52043,4441,655,16.96,High
52044,52044,46273,712,20.11,Medium
52045,52045,24601,519,26.19,VeryHigh
52046,52046,37609,658,20.09,High
52047,52047,35645,759,14.88,Low
52048,52048,6464,611,23.77,High
52049,52049,7974,610,20.02,High
52050,52050,30401,660,19.33,High
52051,52051,16759,679,17.01,Medium
52052,52052,15046,744,14.69,Low
52053,52053,9447,707,16.2,Medium
52054,52054,20159,566,22.34,VeryHigh
52055,52055,4048,550,22.57,VeryHigh
52056,52056,19319,650,17.99,High
52057,52057,6265,752,17.17,Low
52058,52058,7089,627,20.09,High
52059,52059,26551,611,20.24,High
52060,52060,45480,797,12.55,Low
52061,52061,31130,628,18.35,High
52062,52062,44908,666,20.24,High
52063,52063,12384,643,18.8,High
52064,52064,28618,739,17.29,Medium
52065,52065,40740,782,15.83,Low
52066,52066,11461,520,26.32,VeryHigh
52067,52067,6167,607,22.71,High
52068,52068,4577,662,18.02,High
52069,52069,11148,670,18.56,Medium
52070,52070,8125,638,20.56,High
52071,52071,21664,708,16.45,Medium
52072,52072,10863,581,21.75,High
52073,52073,96523,794,14.9,Low
52074,52074,81901,686,20.08,Medium
52075,52075,39061,712,18.15,Medium
52076,52076,3468,604,19.69,High
52077,52077,10486,641,22.37,High
52078,52078,8899,438,28.47,VeryHigh
52079,52079,5940,743,14.47,Low
52080,52080,13186,694,19.9,Medium
52081,52081,9718,626,17.41,High
52082,52082,6012,706,16.83,Medium
52083,52083,34865,664,17.63,High
52084,52084,10118,646,20.14,High
52085,52085,57701,703,15.52,Medium
52086,52086,12383,600,22.13,High
52087,52087,13047,717,16.79,Medium
52088,52088,21329,606,21.87,High
52089,52089,6674,707,18.13,Medium
52090,52090,7867,571,23.98,VeryHigh
52091,52091,21148,637,17.75,High
52092,52092,6503,667,19.12,High
52093,52093,26458,699,17.88,Medium
52094,52094,2224,577,20.75,VeryHigh
52095,52095,9180,640,18.88,High
52096,52096,11870,669,15.5,High
52097,52097,8820,626,22.11,High
52098,52098,44389,726,15.11,Medium
52099,52099,13756,719,19.25,Medium
52100,52100,2385,607,22.46,High
52101,52101,10724,647,18.42,High
52102,52102,20038,758,15.05,Low
52103,52103,34177,762,15.36,Low
52104,52104,34369,714,17.88,Medium
52105,52105,13446,721,14.26,Medium
52106,52106,4043,676,16.78,Medium
52107,52107,76037,694,18.48,Medium
52108,52108,8027,675,18.98,Medium
52109,52109,11471,588,22.49,High
52110,52110,15389,658,17.96,High
52111,52111,16162,635,18.7,High
52112,52112,67668,702,21.47,Medium
52113,52113,18188,671,18.32,Medium
52114,52114,10466,633,22.95,High
52115,52115,11696,706,18.59,Medium
52116,52116,7701,773,13.17,Low
52117,52117,26934,685,18.01,Medium
52118,52118,5862,531,24.48,VeryHigh
52119,52119,24862,669,16.23,High
52120,52120,3642,664,15.63,High
52121,52121,100057,734,15.14,Medium
52122,52122,16004,620,20.87,High
52123,52123,14764,648,17.82,High
52124,52124,15282,700,14.95,Medium
52125,52125,43843,647,21.51,High
52126,52126,9102,745,15.82,Low
52127,52127,29397,679,16.63,Medium
52128,52128,4266,532,22.84,VeryHigh
52129,52129,32395,677,16.93,Medium
52130,52130,9748,738,17.82,Medium
52131,52131,19236,637,17.34,High
52132,52132,13152,667,18.53,High
52133,52133,14503,832,14.0,VeryLow
52134,52134,21121,649,21.54,High
52135,52135,53089,804,14.13,VeryLow
52136,52136,5295,669,18.57,High
52137,52137,15515,611,20.27,High
52138,52138,47065,800,15.81,VeryLow
52139,52139,2785,695,18.17,Medium
52140,52140,33268,716,16.34,Medium
52141,52141,26674,713,16.72,Medium
52142,52142,14643,650,15.1,High
52143,52143,16648,663,21.04,High
52144,52144,24726,762,15.98,Low
52145,52145,6535,678,15.59,Medium
52146,52146,2049,707,17.56,Medium
52147,52147,25924,699,17.06,Medium
52148,52148,2708,694,17.33,Medium
52149,52149,6905,616,20.82,High
52150,52150,1615,635,21.07,High
52151,52151,51006,741,17.87,Low
52152,52152,20492,610,18.57,High
52153,52153,16930,632,19.03,High
52154,52154,8367,648,22.05,High
52155,52155,6708,610,18.83,High
52156,52156,7056,617,20.69,High
52157,52157,7875,611,21.63,High
52158,52158,8138,660,17.74,High
52159,52159,3715,470,28.13,VeryHigh
52160,52160,10232,597,19.18,High
52161,52161,13905,661,21.02,High
52162,52162,40415,703,16.6,Medium
52163,52163,9356,585,23.08,High
52164,52164,3693,604,20.05,High
52165,52165,22665,760,18.2,Low
52166,52166,7809,580,22.06,High
52167,52167,32025,645,20.76,High
52168,52168,19381,690,18.87,Medium
52169,52169,34743,779,14.27,Low
52170,52170,8232,684,19.76,Medium
52171,52171,9450,617,21.16,High
52172,52172,3611,603,19.23,High
52173,52173,28756,734,16.9,Medium
52174,52174,59885,632,20.05,High
52175,52175,11244,643,19.09,High
52176,52176,29875,750,16.3,Low
52177,52177,3275,707,19.09,Medium
52178,52178,137709,737,15.22,Medium
52179,52179,4701,598,22.17,High
52180,52180,24427,595,23.98,High
52181,52181,9787,724,16.04,Medium
52182,52182,9995,580,21.99,High
52183,52183,17274,696,16.04,Medium
52184,52184,2597,519,22.97,VeryHigh
52185,52185,11811,716,16.7,Medium
52186,52186,2869,525,25.46,VeryHigh
